Genome	DNA-1-S1-22_S63_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1-22_S958_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1_S67_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1_S962_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2-22_S64_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2-22_S959_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2_S68_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2_S963_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3-22_S65_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3-22_S960_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3_S69_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3_S964_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4-22_S66_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4-22_S961_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4_S70_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4_S965_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S1_S71_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S1_S966_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S2_S72_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S2_S967_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S3_S73_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S3_S968_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S4_S74_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S4_S969_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S1_S75_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S1_S970_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S2_S76_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S2_S971_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S3_S77_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S3_S972_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S4_S78_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S4_S973_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S1_S79_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S1_S974_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S2_S80_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S2_S975_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S3_S81_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S3_S976_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S4_S82_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S4_S977_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S1_S83_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S1_S978_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S2_S84_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S2_S979_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S3_S85_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S3_S980_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S4_S86_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S4_S981_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S1_S87_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S1_S982_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S2_S88_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S2_S983_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S3_S89_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S3_S984_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S4_S90_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S4_S985_L000_R1_001.anqdpht.fastq.gz Trimmed Mean
bcn_bin_225	0.60703975	0.533575	0.8697004	0.7646627	0.33847308	0.30068988	0.21152161	0.18486136	0.5607616	0.49957258	1.1529785	1.0427426	0.49896052	0.4353468	0.97927403	0.885323	2.039969	1.8332669	5.775671	5.243526	2.3065057	2.1070733	0.5120169	0.45914817	1.0731262	0.9685394	1.0873114	1.0024211	1.3218557	1.1931163	0.25082916	0.22506924	1.2404678	1.1368092	0.20365746	0.17556816	1.9439558	1.7673732	1.4541776	1.283694	0.09548973	0.07953616	0.79539794	0.71685183	4.0076375	3.7010806	0.5258851	0.47924814	1.2988206	1.1519111	1.2066997	1.097613	1.4067663	1.2557627	0.81638867	0.73307216
bcn_bin_226_1	0	0	0	0	0	0	0	0	0.663948	0.5786915	0	0	0.5656154	0.5301942	1.1831695	1.0817368	0.2060061	0.18436585	0.7813588	0.7037492	0	0	0.14988923	0.12750793	0	0	0.16962895	0.15130557	0.28904134	0.26946154	2.7975922	2.5850568	0.14900987	0.13729163	0	0	0.13689326	0.12252801	0	0	0	0	0	0	0	0	0.785376	0.7142552	0.44591212	0.41620654	0.10511802	0.09009434	0	0	0	0
bcn_bin_229_1	0.421004	0.37952137	0.752839	0.66000223	0.33468223	0.29889536	0.31264338	0.26881334	0.3077965	0.26989663	0.85295403	0.7783437	0.27367496	0.24766742	0.56829363	0.51685435	0.56714475	0.500792	1.4638585	1.3330956	0.7729098	0.6905964	1.0410496	0.95870584	0.94667447	0.8629177	0.24359223	0.20710737	0.45529503	0.42210773	0.56859475	0.513842	0.7450984	0.6896895	0.07681532	0	0.53558683	0.49755198	0.46476844	0.40925807	0	0	0.79388297	0.7050515	1.2194858	1.1390026	0.36988157	0.33316284	0.91195756	0.8119443	0.4617083	0.4011129	0.54086155	0.48774415	0.8256807	0.7373796
bcn_bin_230	6.0495696	5.4371147	9.549831	8.734249	2.2397985	2.0299587	2.5729125	2.2941158	0	0	1.0456344	0.94629014	0	0	0	0	2.7406754	2.4876068	0	0	0.8043972	0.7459853	3.777795	3.41454	3.0848696	2.813514	0	0	0.9834594	0.8845018	4.16702	3.7485666	0.72268575	0.65796065	1.259806	1.1475385	1.0605869	0.9521302	0.16288805	0.14040887	3.8943908	3.5498874	0	0	1.2518219	1.1402602	0	0	0.13332443	0.10784342	0	0	1.9630665	1.7748141	0.29948547	0.26119667
bcn_bin_234	0	0	0.08974174	0.07713991	0.6631117	0.58951974	0.7753987	0.67597514	0.9380383	0.83279335	0.48290288	0.4223947	0.8534439	0.77353185	1.6640482	1.534721	0.17323776	0.14956012	1.3461078	1.203884	0.49051815	0.41126946	3.9405398	3.6639743	0.4545891	0.40187472	0.31332058	0.27610216	0.35525486	0.3202369	1.1190295	0.995528	0.52099735	0.45139542	0	0	0.3209512	0.27515027	0.95172304	0.87949294	0	0	0.8222475	0.72423816	0.51399416	0.47136626	1.1789223	1.0934691	1.8316721	1.6455871	0.7202875	0.6556827	0.34219074	0.30959362	1.6102735	1.4199451
bcn_bin_235	0.17874202	0.14724852	0.42712983	0.38941503	0.3248718	0.28750476	0.39239255	0.34941986	0	0	0.16419937	0.15207851	0	0	0.09236622	0.07710577	0.15507266	0.13964358	0.17594858	0.15101433	0.2748387	0.25069088	1.9020926	1.767905	0.62925905	0.5724254	0	0	0.26772907	0.2446822	0.7275705	0.6565291	0.39387333	0.36715525	0	0	0.14085998	0.11888055	0.45772007	0.41341388	0.12530772	0.11820139	0	0	0.42294833	0.37519976	0.6356152	0.57462966	0.7743176	0.68799895	0	0	0.30698466	0.27279794	0.6438216	0.5539085
bcn_bin_238_1	2.8781674	2.6003628	3.3858876	3.1335018	0.33797443	0.30573338	0.32949573	0.2882389	0	0	0.09033436	0.0734311	0	0	0	0	0.9411381	0.86233157	0.27320907	0.25408238	0	0	2.5339077	2.3158178	0.73821175	0.6587816	0.08701036	0	0.08013563	0	4.9019504	4.4515543	0.22742303	0.21226627	0.7440172	0.6748585	0.16223307	0.14038981	0.37664756	0.3296016	0.22415376	0.2022654	1.0890828	0.99929035	0.2648771	0.23382504	0.5807208	0.52989435	0	0	0	0	1.3133881	1.1773129	0.4730646	0.45417967
bcn_bin_244_1	0	0	0.26647627	0.23340611	0.20667201	0.1954222	0.16638319	0.14694293	0	0	0	0	0	0	0	0	0.07459934	0	0	0	0	0	0.74027604	0.6855558	0.16572909	0.13816944	0	0	0.077205844	0	0.14533192	0.123609275	0	0	0.2205257	0.18986312	0	0	0	0	0	0	0	0	0.35025632	0.31263047	0	0	0	0	0	0	0	0	0	0
bcn_bin_245	0.14685889	0.13297261	0.34491873	0.3255368	0.24707918	0.23015958	0.12140299	0.09192083	0	0	0.61168134	0.5375937	0	0	0	0	0.45367813	0.40267408	0.38263452	0.35614577	0.634015	0.5728928	0.732789	0.6417778	0.3066803	0.26470873	0.2441426	0.21602187	0.3126097	0.28345215	0.69003886	0.6276159	0.24668482	0.2172595	0	0	0.7546524	0.67010784	1.070584	0.9596306	0	0	0.32686105	0.3035277	1.533765	1.3781965	0.5931787	0.52373165	0.08284391	0.06311038	0.1734911	0.14216712	0.6875512	0.65993166	0.5861135	0.50718504
bcn_bin_247	0.093791485	0.08191003	0.3055917	0.2682931	0	0	0	0	0	0	0.20137171	0.1784062	0	0	0	0	0	0	0	0	0.18357049	0.1818159	0	0	0	0	0	0	0.3658407	0.34279603	0	0	0	0	1.6059625	1.4614913	1.2652463	1.1310401	0	0	0	0	0	0	2.6453655	2.4584706	0	0	0	0	0	0	0.11179064	0.09849157	0	0
bcn_bin_248_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10422891	0.0942537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6394792	2.3983843	0	0	0	0	0	0	0	0	0	0
bcn_bin_249_1	0.08844161	0.07148923	0.21404865	0.2029032	0.18804125	0.16466004	0.15055406	0.121814385	0.116779566	0.09746389	0.22548905	0.19676575	0.09575454	0.086552635	0.24784996	0.22830127	0.20103677	0.17409068	0.3381274	0.31082374	0.3303169	0.30782855	0.7343907	0.6745758	0.3542939	0.33167294	0.094836034	0.08161391	0.17490384	0.1521239	0.26994133	0.24216476	0.22887217	0.21486253	0	0	0.1765643	0.15588547	0.20914173	0.18695308	0	0	0.19024698	0.17328322	0.33495712	0.30633727	0.22449699	0.20580322	0.4293874	0.37749004	0.17016348	0.14046687	0.17249902	0.15323506	0.46230817	0.41686714
bcn_bin_251	0.07484257	0.064801924	0.16948794	0.14469206	0.29989275	0.2521486	0.26117247	0.24104014	0.49427643	0.45299542	0.4817304	0.42319435	0.440064	0.38553414	0.92845863	0.83332586	0.17269224	0.15177234	0.678312	0.594446	0.44292882	0.397649	1.8250432	1.6571525	0.40705302	0.36720785	0.07369864	0	0.36949313	0.32263255	0.6158585	0.55998313	0.2817239	0.2657413	0	0	0.26925957	0.24438284	0.5207335	0.45842358	0	0	0.4333371	0.3858161	0.5178553	0.46965402	0.6961128	0.62313944	1.4144745	1.2877735	0.29002813	0.26521063	0.2378475	0.21361518	1.4750748	1.3242397
bcn_bin_253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23858456	0.23111866	0.2579139	0.22584017	0.104562394	0.09546367	0	0	0.16518277	0.16037613	0.13189143	0.11493881	0.12126908	0.109926276	0	0	0.08668834	0.08108834	0	0	0.23920377	0.21150903	0.1475452	0.11898684	0	0	0	0	0.70106745	0.6465148	0	0	0.065847114	0	0.12686794	0.11210953	0.085690215	0	0	0
bcn_bin_254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85687846	0.80503684	0	0	0	0	0	0
bcn_bin_256_1	0	0	0.07444468	0.0702771	0	0	0	0	0	0	0	0	0	0	0.1198909	0.09580738	0	0	0.1029908	0.08509629	0.09335374	0.08018422	0.16567577	0.13921778	0.21890263	0.1923933	0	0	0	0	0	0	0.09964973	0.08723908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42734793	0.39801705	0.13456042	0.11090143	0	0	0	0
bcn_bin_257_1	1.6567307	1.522569	3.1280165	2.86186	0.5928247	0.54499704	0.47005662	0.41524646	0.5035523	0.43791384	2.4188108	2.212934	0.44924828	0.39392078	0.9228563	0.82477653	3.2465153	2.9538858	2.993333	2.6743765	2.79273	2.5627253	2.500707	2.2692802	3.074697	2.812024	1.781539	1.6506655	2.0437114	1.8905587	1.520806	1.3812536	1.3976028	1.2724702	0.17133676	0.14480387	3.3959827	3.1204665	0.8341667	0.7638607	0	0	2.1213794	1.9406875	5.960905	5.4496555	1.249562	1.1382776	1.0777496	0.99221915	0.73471886	0.671571	2.6306806	2.3671496	1.0210023	0.9133798
bcn_bin_260_1	0	0	0	0	0	0	0	0	0.29378873	0.2708838	0	0	0.26081613	0.23718402	0.5554957	0.5145795	0	0	0.2405475	0.21654527	0	0	0.1457784	0.13546115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40381417	0.3639906	0.33547717	0.30196574	0	0	0.083482414	0
bcn_bin_262	1.9844939	1.7753783	3.104749	2.759337	0	0	0	0	0	0	0	0	0	0	0	0	0.20788115	0.18171494	0	0	0	0	0	0	0	0	0	0	0	0	0.9688678	0.89712125	0	0	0.18611519	0.16801196	0	0	0	0	0.4734418	0.4327034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcn_bin_263_1	0.09665629	0.06850638	0.3451636	0.3069688	0.29569912	0.26408952	0.22405002	0.20645605	0.34309903	0.312643	0.3841649	0.3482007	0.3172606	0.27593383	0.69499665	0.5963027	0.55076903	0.48068103	1.6327002	1.4239478	0.5169503	0.49161863	0.7285598	0.67172635	0.6296556	0.5943491	0.63511205	0.54535145	0.49133292	0.4420075	0.27890405	0.25232607	0.69918513	0.6544795	0	0	0.43731874	0.40058693	0.59982705	0.5357809	0	0	0.6890033	0.60761654	0.64752126	0.5857133	0.40201545	0.36331284	0.37709668	0.30756286	0.97789085	0.8678593	0.18450212	0.17390521	0.39177215	0.34318095
bcn_bin_267	0.527947	0.4985792	1.0146835	0.92573386	1.0280523	0.91694015	1.1743447	1.0616084	0	0	0.9112282	0.82245153	0	0	0	0	0.18964756	0.16756007	0	0	0.92635965	0.8320117	0.5459288	0.504949	0.78290933	0.73311836	0	0	0.2099581	0.18865757	0.67075306	0.6008538	0.47937596	0.43450096	0.24365051	0.20016015	0.17780246	0.15661804	0.16364199	0.13627589	0.5592624	0.49071264	0	0	0.10394996	0.08452075	0	0	0.95497173	0.86304307	0	0	0.36060226	0.341877	0.095228106	0.075698555
bcn_bin_270_1	0	0	0	0	0	0	0	0	0	0	0.7139789	0.6384739	0	0	0	0	0	0	0	0	0.266748	0.26290318	0	0	0	0	0	0	0.5781351	0.5219515	0	0	0	0	0.8935065	0.8348635	1.6764957	1.546077	0	0	0	0	0	0	1.3544669	1.1960142	0	0	0	0	0	0	1.5416212	1.4134375	0	0
bcn_bin_271	0	0	0.11109069	0.10291131	0.12308081	0.10896944	0.17152204	0.15580873	0	0	0.072694555	0	0	0	0	0	0	0	0	0	0	0	0.29941428	0.27982238	0	0	0	0	0.08081758	0	0.10987672	0.100172356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25545332	0.22759254	0	0	0.07070747	0	0	0
bcn_bin_273	0.14598282	0.1295373	0.22833616	0.20212887	0.52635956	0.46504694	0.62514895	0.5566186	2.7551558	2.4794502	0.66886234	0.61611223	2.4900625	2.2888975	4.616846	4.260413	0.3142972	0.2891733	3.176419	2.9102623	0.5494943	0.5052929	1.0319476	0.9431891	0.5274017	0.47581348	0.5253756	0.4829299	0.5144106	0.45391062	0.3925811	0.35476047	0.3867422	0.3541274	0.24370968	0.22267093	0.36602843	0.33250433	0.34526435	0.31754535	0.14359207	0.1305291	0.18615294	0.16213991	0.14386518	0.11980068	0.40131727	0.34921274	2.5023763	2.2577763	1.801719	1.6248593	0.34313726	0.31030518	0.51584333	0.46349436
bcn_bin_274_1	0	0	0	0	0.056934472	0	0.068790205	0	1.9203864	1.6973039	0	0	1.7985404	1.5704597	3.2570248	3.0173903	0	0	1.059599	0.97597015	0	0	0	0	0	0	0.09813858	0.08944609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100733116	0.09500704	0.29668993	0.2603063	0	0	0	0
bcn_bin_277_1	0	0	0.13081443	0.123250656	0.20506653	0.18385766	0.20363626	0.18167794	0.17033333	0.16192712	0.09151561	0.06539985	0.15719697	0.13206041	0.35383373	0.34069905	0	0	0.8367402	0.7515626	0.14103594	0.12908496	1.3602942	1.2299982	0.24216628	0.22714898	0	0	0.14388472	0.123277165	0.24038464	0.2171547	0.28117308	0.25217825	0	0	0	0	0.23594862	0.20083334	0	0	0	0	0	0	0.3142652	0.28943244	1.0690763	0.9664614	0.09040597	0.06969784	0.10424674	0.08664702	0.30001876	0.26697883
bcn_bin_278_1	0	0	1.0319911	0.92885983	0.6083467	0.5497915	0.49647462	0.42890415	0.48160982	0.42506275	0.2992883	0.27273366	0.43517742	0.3858988	0.89916587	0.80743665	0.13773565	0.12033485	1.4956284	1.3357329	0.23680559	0.21433216	0.43313017	0.40259564	0.19396023	0.16674392	0.29878533	0.28080457	0.9845357	0.89716095	0	0	0.25901964	0.23308569	0.9111381	0.84464806	0	0	0	0	1.1641533	1.0524552	0.1953767	0.16418773	0	0	0.10047504	0.07838784	0	0	1.0621861	0.9458157	0.30050722	0.2769294	0.18358149	0.15219182
bcn_bin_280	0.6636914	0.5911585	1.2705344	1.1933742	0.19715591	0.1682189	0.13551706	0.118630104	0.07354238	0	1.2951775	1.1620318	0	0	0.15706453	0.14637758	1.8166714	1.6341219	0.4681731	0.41819477	1.3010069	1.1769311	1.1408359	1.0504098	1.347876	1.1903169	0	0	1.0689888	0.9845593	0.21657333	0.18678582	0.68056625	0.5853892	0.09374247	0.07851571	1.9482177	1.8059627	0.5408125	0.49999818	0	0	0.535467	0.47352946	3.9159439	3.5458333	0.4011205	0.33422056	2.8882613	2.6380813	0.11428647	0.10099842	0.99401754	0.90034974	1.0153463	0.91356194
bcn_bin_289_1	0	0	0	0	0.23091651	0.20006028	0.14366212	0.12880749	0.4776139	0.40630734	0.31500456	0.27975634	0.40953416	0.37606153	0.8573687	0.79546905	0.16358063	0.15706559	1.2538266	1.12068	0.31332013	0.28849137	0.71025515	0.6489506	0.39899665	0.36730632	0.12213983	0.10333181	0.0985799	0.08470039	0	0	0.41697636	0.3760356	0	0	0.12001486	0.0909467	0.23244642	0.19428043	0	0	0.08784082	0.0925006	0.2410615	0.20799677	0.12087483	0.124323346	1.019835	0.95151246	0.53810555	0.47627786	0	0	0.39838046	0.35121933
bcn_bin_28_1	0.38682777	0.32929045	0.7301649	0.64951146	0.28434166	0.26616672	0.24708916	0.21315145	0.05959997	0	0.8461486	0.77971303	0	0	0.17047192	0.14446194	1.288052	1.1580257	0.46020284	0.40590003	0.8228029	0.7261783	0.344065	0.30716377	1.2070208	1.125787	0.3013713	0.2755343	0.6081525	0.57643336	0.09173063	0.0727794	1.0307168	0.9316222	0	0	1.3513852	1.2472456	0.43887073	0.40405816	0	0	0.3166394	0.29864392	2.9005606	2.6610675	0.164121	0.15092327	0.493049	0.43330675	0.4226221	0.37616318	0.5260221	0.48267132	0.29860377	0.26976132
bcn_bin_29_1	0	0	0	0	0	0	0	0	0.25339186	0.218571	0.2667446	0.24972528	0.22674912	0.19992177	0.48207188	0.45130596	0.15076216	0.12386703	0.86088073	0.74596936	0.269975	0.24832895	0.28503484	0.2647467	0.24758396	0.2127094	0.12047593	0.1102917	0.15742952	0.14665586	0	0	0.30443886	0.28645745	0	0	0.20604518	0.19363888	0.1980289	0.17070739	0	0	0.19743715	0.19081408	0.6251983	0.5851197	0.10709891	0.09686294	0.36608002	0.33174393	0.30883712	0.28372553	0.12412607	0.10552544	0.28483105	0.2559196
bcn_bin_2_1	1.1384319	1.042427	3.7629867	3.4345007	0	0	0	0	0	0	0	0	0	0	0	0	0.5535165	0.5175789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8183243	1.6483768	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcn_bin_3	1.0014802	0.89607626	1.5993216	1.4567252	0.6739985	0.5819353	0.50278264	0.43561932	0.92814523	0.8402608	1.3172672	1.1485658	0.84425116	0.75481457	1.627884	1.5147212	2.2675884	2.0379095	6.033405	5.302343	2.0237517	1.8758231	1.166612	1.0245055	2.0913076	1.9311408	1.9546402	1.739054	1.1517541	1.0761273	0.37488365	0.34485325	1.8424878	1.676449	0.10568181	0.09523755	1.9218885	1.7680932	1.100553	1.0359848	0	0	2.6014707	2.3670793	4.5680704	4.1242485	0.7016345	0.6184328	1.2820256	1.1605332	1.3479671	1.179449	1.3388761	1.28927	0.9771071	0.9087046
bcn_bin_30	0.6320793	0.58820194	1.3684683	1.2608083	1.0010862	0.88222027	0.8876525	0.78900576	0.4485692	0.40353015	0.80929804	0.73994714	0.39534312	0.35671648	0.8250472	0.7410777	0.87572813	0.8167937	0.616187	0.54149073	0.91663986	0.80047715	2.2211134	2.002457	1.5231469	1.3995597	0.32879618	0.30530936	0.5325734	0.48980743	1.3486415	1.2308018	0.926768	0.8253701	0	0	0.8021205	0.7284997	0.43879572	0.39108518	0	0	0.8712557	0.8127322	1.0631158	0.9842161	0.7976942	0.7186999	0.9524824	0.874857	0.32483417	0.28825533	1.00379	0.894824	0.939518	0.84330183
bcn_bin_34	3.6607852	3.3358462	5.9023848	5.3942246	0	0	0	0	0	0	0	0	0	0	0	0	0.5543149	0.52099884	0	0	0	0	0	0	0.23981747	0.21630964	0	0	0	0	0.763543	0.7023131	0	0	0.981847	0.89073575	0	0	0	0	3.3640463	3.0239744	0	0	0.101230785	0.094722524	0	0	0	0	0	0	0.57056344	0.5239164	0	0
bcn_bin_35	0	0	0.09893888	0.085792705	0.26999453	0.2442743	0.36581	0.33040848	0.9499687	0.87120503	0.13245156	0.12873548	0.8678925	0.78583765	1.6905922	1.541495	0	0	0.72131693	0.64419353	0.12645938	0.10540007	1.4453952	1.3203009	0.20087408	0.17791265	0.10270545	0.07993531	0.11991003	0.11101355	0.32384074	0.2950703	0.19689226	0.18105745	0	0	0	0	0.35478634	0.31348848	0	0	0	0	0	0	0.4154532	0.3847785	1.4936829	1.3254989	0.39212847	0.3446724	0	0	0.46280143	0.41355622
bcn_bin_38_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16010052	0.13446742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0933577	1.0183834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcn_bin_42	0.32047674	0.29699937	0.73563635	0.6660706	0	0	0	0	0	0	0.1411662	0.13652483	0	0	0	0	0	0	0	0	0.2619874	0.24591519	0	0	0	0	0	0	0	0	0	0	0	0	0.24239916	0.2168704	0.13904762	0.11833632	0	0	0.36698383	0.32490602	0	0	0.10279401	0.09102962	0	0	0	0	0	0	0.07202492	0	0	0
bcn_bin_43	0.39199543	0.35942936	0.7670411	0.6718109	0.531435	0.48146632	0.6597199	0.5526814	0.2719213	0.22455245	0.43916538	0.3752292	0.22640271	0.21076596	0.4863961	0.46353415	0.29284665	0.2548033	0.19451712	0.16039689	0.33755425	0.3000456	1.5400084	1.4160105	0.4810928	0.4458137	0	0	0.17159379	0.15789106	0.43710983	0.39595947	0.5643925	0.50823987	0.17707166	0.15373069	0.11475998	0.10213877	0.3071723	0.2723709	0.3059475	0.2855364	0	0	0	0	0.27702567	0.2542277	1.5723027	1.4029275	0.14431179	0.1349997	0.25174746	0.21876118	0.36894354	0.3357494
bcn_bin_48	0.68047017	0.5986491	0.79770494	0.70694816	0	0	0.078774735	0	0	0	0	0	0	0	0	0	0.2113616	0.17616275	0	0	0	0	0	0	0.22888918	0.1995884	0	0	0	0	0	0	0	0	0.506891	0.4518454	0.16085704	0.13552535	0	0	0.35612747	0.32236412	0	0	0.5337505	0.48423338	0	0	0	0	0	0	0	0	0	0
bcn_bin_51	0.28784028	0.2555721	0.87195355	0.7746979	0.09517945	0.076942444	0.09872482	0.07474315	0	0	0.08370051	0.0644496	0	0	0	0	0.33895898	0.30266225	0.08693657	0.07856023	0.14817972	0.12318899	0.7114462	0.63557136	0.4467869	0.40728036	0	0	0.20915142	0.18679573	0.40454894	0.37724882	0.11647091	0.09886285	0.12258364	0.110894874	0.14665999	0.13160652	0	0	0.15799417	0.14623024	0.12901361	0.11939527	0.37484694	0.35009226	0.12861182	0.11028736	0	0	0	0	0.34798235	0.3272093	0.33334562	0.3055406
bcn_bin_56_1	0.9946673	0.8806668	2.450289	2.224676	0.3661007	0.34492943	0.26033038	0.23687118	0	0	0	0	0	0	0	0	0.4690984	0.41057393	0	0	0	0	0	0	0.08093457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122845896	0.10322676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcn_bin_59	0.08047878	0.07381364	0.29134777	0.26244834	0.14148019	0.12636532	0.090791315	0.068315744	0.37893477	0.34511092	0.34368718	0.30794325	0.32920593	0.3057906	0.71967226	0.6448483	0.3470661	0.32414275	1.7881917	1.5873157	0.3289683	0.30399084	0.47895035	0.4547518	0.717599	0.67025465	0.22028671	0.19053628	0.25876725	0.24233189	0.12178254	0.09679096	0.6241475	0.5705006	0	0	0.324029	0.2975148	0.2373372	0.21994762	0	0	1.3086797	1.2076299	0.71989834	0.6635098	0.17761536	0.155739	1.4993721	1.3416878	0.4510497	0.39108586	0.27949375	0.26360145	0.42684752	0.3695185
bcn_bin_63_1	0.1414031	0.11411871	0.2589428	0.24215518	0.13417158	0.106746346	0.10378862	0.083563656	0.14339393	0.11954732	0.14283282	0.12372374	0.12584093	0.11063474	0.30100498	0.26772633	0.16879208	0.15783612	0.20097522	0.16660243	0.2175568	0.19285743	0.60971653	0.53385717	0.34973618	0.3178954	0	0	0.18112206	0.16842753	0.46677005	0.41258892	0.19716156	0.17489277	0	0	0.14708306	0.13782537	0.13538165	0.116548836	0	0	0.12966502	0.12514396	0.24214385	0.21510132	0.18593025	0.16879073	0.38374394	0.3418086	0.078034505	0.06852865	0.31914172	0.2922871	0.30641004	0.2609092
bcn_bin_68	0.30251738	0.26240396	0.8134744	0.72688866	0.5279798	0.46572694	0.42946586	0.36703375	0.8657754	0.75008285	0.529715	0.47014865	0.76339906	0.6976562	1.4813768	1.3462641	0.96356153	0.92697537	2.7735693	2.4986389	1.0979269	1.0210638	2.3599484	2.0831714	1.6224191	1.5181713	0.7752042	0.7206143	0.5673742	0.5204929	0.67058694	0.5985477	1.6216542	1.5069184	0	0	0.6215424	0.57664436	0.7846428	0.7082948	0	0	1.3017542	1.1846799	0.90844023	0.8659477	0.72699094	0.6685727	1.7392341	1.5909655	0.9444974	0.8544103	0.672141	0.62433684	1.1999283	1.0351697
