Name,Category_1,Category_2,Module_id,Reaction level,Definition,key_gene,Definition gene name,order
ssuC; sulfonate transport system permease protein,Sulfonate transport system,Mineral and organic ion transporters,Transporters00191,,K15554,,,
ssuB; sulfonate transport system ATP-binding protein [EC:3.6.3.-],Sulfonate transport system,Mineral and organic ion transporters,Transporters00192,,K15555,,,
tauB; taurine transport system ATP-binding protein [EC:3.6.3.36],Taurine transport system,Mineral and organic ion transporters,Transporters00193,,K10831,,,
tauA; taurine transport system substrate-binding protein,Taurine transport system,Mineral and organic ion transporters,Transporters00194,,K15551,,,
tauC; taurine transport system permease protein,Taurine transport system,Mineral and organic ion transporters,Transporters00195,,K15552,,,
ABC.VB1.A; thiamine transport system ATP-binding protein,Thiamine transport system,Mineral and organic ion transporters,Transporters00196,,K02062,,,
ABC.VB1.P; thiamine transport system permease protein,Thiamine transport system,Mineral and organic ion transporters,Transporters00197,,K02063,,,
ABC.VB1.S; thiamine transport system substrate-binding protein,Thiamine transport system,Mineral and organic ion transporters,Transporters00198,,K02064,,,
tupA; tungstate transport system substrate-binding protein,Tungstate transport system,Mineral and organic ion transporters,Transporters00199,,K05772,,,
tupB; tungstate transport system permease protein,Tungstate transport system,Mineral and organic ion transporters,Transporters00200,,K05773,,,
tupC; tungstate transport system ATP-binding protein,Tungstate transport system,Mineral and organic ion transporters,Transporters00201,,K06857,,,
"nrtA, nitrate/nitrite transport system substrate-binding protein",Nitrate/nitrite/Cyanate,Mineral and organic ion transporters,Transporters00202,,K15576,,,
"nrtB, nitrate/nitrite transport system permease protein",Nitrate/nitrite/Cyanate,Mineral and organic ion transporters,Transporters00203,,K15577,,,
"nrtC, nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]",Nitrate/nitrite/Cyanate,Mineral and organic ion transporters,Transporters00204,,K15578,,,
"nrtD, nitrate/nitrite transport system ATP-binding protein",Nitrate/nitrite/Cyanate,Mineral and organic ion transporters,Transporters00205,,K15579,,,
alsB; D-allose transport system substrate-binding protein,D-Allose transport system,Monosaccharide transporters,Transporters00206,,K10549,,,
alsC; D-allose transport system permease protein,D-Allose transport system,Monosaccharide transporters,Transporters00207,,K10550,,,
alsA; D-allose transport system ATP-binding protein [EC:3.6.3.17],D-Allose transport system,Monosaccharide transporters,Transporters00208,,K10551,,,
xylF; D-xylose transport system substrate-binding protein,D-Xylose transport system,Monosaccharide transporters,Transporters00209,,K10543,,,
xylH; D-xylose transport system permease protein,D-Xylose transport system,Monosaccharide transporters,Transporters00210,,K10544,,,
xylG; D-xylose transport system ATP-binding protein [EC:3.6.3.17],D-Xylose transport system,Monosaccharide transporters,Transporters00211,,K10545,,,
K17202; erythritol transport system substrate-binding protein,Erythritol transport system,Monosaccharide transporters,Transporters00212,,K17202,,,
K17203; erythritol transport system permease protein,Erythritol transport system,Monosaccharide transporters,Transporters00213,,K17203,,,
eryE; erythritol transport system ATP-binding protein [COGCOG1129],Erythritol transport system,Monosaccharide transporters,Transporters00214,,K17204,,,
frcB; fructose transport system substrate-binding protein,Fructose transport system,Monosaccharide transporters,Transporters00215,,K10552,,,
frcC; fructose transport system permease protein,Fructose transport system,Monosaccharide transporters,Transporters00216,,K10553,,,
frcA; fructose transport system ATP-binding protein,Fructose transport system,Monosaccharide transporters,Transporters00217,,K10554,,,
ABC.GLC.S; glucose/arabinose transport system substrate-binding protein,Glucose/arabinose transport system,Monosaccharide transporters,Transporters00218,,K10196,,,
ABC.GLC.P; glucose/arabinose transport system permease protein,Glucose/arabinose transport system,Monosaccharide transporters,Transporters00219,,K10197,,,
ABC.GLC.P1; glucose/arabinose transport system permease protein,Glucose/arabinose transport system,Monosaccharide transporters,Transporters00220,,K10198,,,
ABC.GLC.A; glucose/arabinose transport system ATP-binding protein,Glucose/arabinose transport system,Monosaccharide transporters,Transporters00221,,K10199,,,
msmX; multiple sugar transport system ATP-binding protein,Glucose/mannose transport system,Monosaccharide transporters,Transporters00222,,K10112,,,
gtsA; glucose/mannose transport system substrate-binding protein,Glucose/mannose transport system,Monosaccharide transporters,Transporters00223,,K17315,,,
gtsB; glucose/mannose transport system permease protein,Glucose/mannose transport system,Monosaccharide transporters,Transporters00224,,K17316,,,
gtsC; glucose/mannose transport system permease protein,Glucose/mannose transport system,Monosaccharide transporters,Transporters00225,,K17317,,,
glpV; glycerol transport system substrate-binding protein,Glycerol transport system,Monosaccharide transporters,Transporters00226,,K17321,,,
glpP; glycerol transport system permease protein,Glycerol transport system,Monosaccharide transporters,Transporters00227,,K17322,,,
glpQ; glycerol transport system permease protein,Glycerol transport system,Monosaccharide transporters,Transporters00228,,K17323,,,
glpS; glycerol transport system ATP-binding protein,Glycerol transport system,Monosaccharide transporters,Transporters00229,,K17324,,,
glpT; glycerol transport system ATP-binding protein,Glycerol transport system,Monosaccharide transporters,Transporters00230,,K17325,,,
K17208; inositol transport system substrate-binding protein,Inositol transport system,Monosaccharide transporters,Transporters00231,,K17208,,,
iatP; inositol transport system permease protein,Inositol transport system,Monosaccharide transporters,Transporters00232,,K17209,,,
iatA; inositol transport system ATP-binding protein,Inositol transport system,Monosaccharide transporters,Transporters00233,,K17210,,,
K17213; inositol transport system substrate-binding protein,Inositol transport system,Monosaccharide transporters,Transporters00234,,K17213,,,
K17214; inositol transport system permease protein,Inositol transport system,Monosaccharide transporters,Transporters00235,,K17214,,,
K17215; inositol transport system ATP-binding protein,Inositol transport system,Monosaccharide transporters,Transporters00236,,K17215,,,
araF; L-arabinose transport system substrate-binding protein,L-Arabinose transport system,Monosaccharide transporters,Transporters00237,,K10537,,,
araH; L-arabinose transport system permease protein,L-Arabinose transport system,Monosaccharide transporters,Transporters00238,,K10538,,,
araG; L-arabinose transport system ATP-binding protein [EC:3.6.3.17],L-Arabinose transport system,Monosaccharide transporters,Transporters00239,,K10539,,,
mglB; methyl-galactoside transport system substrate-binding protein,Methyl-galactoside transport system,Monosaccharide transporters,Transporters00240,,K10540,,,
mglC; methyl-galactoside transport system permease protein,Methyl-galactoside transport system,Monosaccharide transporters,Transporters00241,,K10541,,,
mglA; methyl-galactoside transport system ATP-binding protein [EC:3.6.3.17],Methyl-galactoside transport system,Monosaccharide transporters,Transporters00242,,K10542,,,
ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein,Putative sn-glycerol-phosphate transport system,Monosaccharide transporters,Transporters00243,,K05813,,,
ugpA; sn-glycerol 3-phosphate transport system permease protein,Putative sn-glycerol-phosphate transport system,Monosaccharide transporters,Transporters00244,,K05814,,,
ugpE; sn-glycerol 3-phosphate transport system permease protein,Putative sn-glycerol-phosphate transport system,Monosaccharide transporters,Transporters00245,,K05815,,,
ugpC; sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20],Putative sn-glycerol-phosphate transport system,Monosaccharide transporters,Transporters00246,,K05816,,,
xltC; putative xylitol transport system substrate-binding protein,Putative xylitol transport system,Monosaccharide transporters,Transporters00247,,K17205,,,
xltB; putative xylitol transport system permease protein,Putative xylitol transport system,Monosaccharide transporters,Transporters00248,,K17206,,,
xltA; putative xylitol transport system ATP-binding protein,Putative xylitol transport system,Monosaccharide transporters,Transporters00249,,K17207,,,
rhaS1; rhamnose transport system substrate-binding protein,Rhamnose transport system,Monosaccharide transporters,Transporters00250,,K10559,,,
rhaP; rhamnose transport system permease protein,Rhamnose transport system,Monosaccharide transporters,Transporters00251,,K10560,,,
rhaQ; rhamnose transport system permease protein,Rhamnose transport system,Monosaccharide transporters,Transporters00252,,K10561,,,
rhaT; rhamnose transport system ATP-binding protein [EC:3.6.3.17],Rhamnose transport system,Monosaccharide transporters,Transporters00253,,K10562,,,
rbsB; ribose transport system substrate-binding protein,Ribose transport system,Monosaccharide transporters,Transporters00254,,K10439,,,
rbsC; ribose transport system permease protein,Ribose transport system,Monosaccharide transporters,Transporters00255,,K10440,,,
rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17],Ribose transport system,Monosaccharide transporters,Transporters00256,,K10441,,,
"yftQ, galactofuranose transport system substrate-binding protein",Galactofuranose,Monosaccharide transporters,Transporters00257,,K23508,,,
"ytfT, galactofuranose transport system permease protein",Galactofuranose,Monosaccharide transporters,Transporters00258,,K23509,,,
"ytfR, galactofuranose transport system ATP-binding protein [EC:7.5.2.9]",Galactofuranose,Monosaccharide transporters,Transporters00259,,K10820,,,
"aguE; alpha-1,4-digalacturonate transport system substrate-binding protein","alpha-1,4-Digalacturonate transport system","Oligosaccharide, polyol and lipid transporter",Transporters00260,,K17241,,,
"aguF; alpha-1,4-digalacturonate transport system permease protein","alpha-1,4-Digalacturonate transport system","Oligosaccharide, polyol and lipid transporter",Transporters00261,,K17242,,,
"aguG; alpha-1,4-digalacturonate transport system permease protein","alpha-1,4-Digalacturonate transport system","Oligosaccharide, polyol and lipid transporter",Transporters00262,,K17243,,,
msmX; multiple sugar transport system ATP-binding protein,alpha-Glucoside transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00263,,K10112,,,
aglE; alpha-glucoside transport system substrate-binding protein,alpha-Glucoside transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00264,,K10232,,,
aglF; alpha-glucoside transport system permease protein,alpha-Glucoside transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00265,,K10233,,,
aglG; alpha-glucoside transport system permease protein,alpha-Glucoside transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00266,,K10234,,,
aglK; alpha-glucoside transport system ATP-binding protein,alpha-Glucoside transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00267,,K10235,,,
msmX; multiple sugar transport system ATP-binding protein,Arabinosaccharide transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00268,,K10112,,,
araN; arabinosaccharide transport system substrate-binding protein,Arabinosaccharide transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00269,,K17234,,,
araP; arabinosaccharide transport system permease protein,Arabinosaccharide transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00270,,K17235,,,
araQ; arabinosaccharide transport system permease protein,Arabinosaccharide transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00271,,K17236,,,
msmX; multiple sugar transport system ATP-binding protein,Cellobiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00272,,K10112,,,
cebE; cellobiose transport system substrate-binding protein,Cellobiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00273,,K10240,,,
cebF; cellobiose transport system permease protein,Cellobiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00274,,K10241,,,
cebG; cellobiose transport system permease protein,Cellobiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00275,,K10242,,,
lacE; lactose/L-arabinose transport system substrate-binding protein,L-Arabinose/lactose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00276,,K10188,,,
lacF; lactose/L-arabinose transport system permease protein,L-Arabinose/lactose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00277,,K10189,,,
lacG; lactose/L-arabinose transport system permease protein,L-Arabinose/lactose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00278,,K10190,,,
lacK; lactose/L-arabinose transport system ATP-binding protein,L-Arabinose/lactose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00279,,K10191,,,
malE; maltose/maltodextrin transport system substrate-binding protein,Maltose/maltodextrin transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00280,,K10108,,,
malF; maltose/maltodextrin transport system permease protein,Maltose/maltodextrin transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00281,,K10109,,,
malG; maltose/maltodextrin transport system permease protein,Maltose/maltodextrin transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00282,,K10110,,,
malK; maltose/maltodextrin transport system ATP-binding protein [EC:3.6.3.19],Maltose/maltodextrin transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00283,,K10111,,,
msmX; maltose/maltodextrin transport system ATP-binding protein,Maltose/maltodextrin transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00284,,K10112,,,
ABC.GGU.S; putative multiple sugar transport system substrate-binding protein,Multiple sugar transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00285,,K10546,,,
ABC.GGU.P; putative multiple sugar transport system permease protein,Multiple sugar transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00286,,K10547,,,
ABC.GGU.A; putative multiple sugar transport system ATP-binding protein,Multiple sugar transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00287,,K10548,,,
msmX; multiple sugar transport system ATP-binding protein,"N,N'-Diacetylchitobiose transport system","Oligosaccharide, polyol and lipid transporter",Transporters00288,,K10112,,,
"dasA; N,N'-diacetylchitobiose transport system substrate-binding protein","N,N'-Diacetylchitobiose transport system","Oligosaccharide, polyol and lipid transporter",Transporters00289,,K17329,,,
"dasB; N,N'-diacetylchitobiose transport system permease protein","N,N'-Diacetylchitobiose transport system","Oligosaccharide, polyol and lipid transporter",Transporters00290,,K17330,,,
"dasC; N,N'-diacetylchitobiose transport system permease protein","N,N'-Diacetylchitobiose transport system","Oligosaccharide, polyol and lipid transporter",Transporters00291,,K17331,,,
ABC.NGC.S; N-acetylglucosamine transport system substrate-binding protein,N-Acetylglucosamine transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00292,,K10200,,,
ABC.NGC.P; N-acetylglucosamine transport system permease protein,N-Acetylglucosamine transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00293,,K10201,,,
ABC.NGC.P1; N-acetylglucosamine transport system permease protein,N-Acetylglucosamine transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00294,,K10202,,,
togB; oligogalacturonide transport system substrate-binding protein,Oligogalacturonide transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00295,,K10192,,,
togM; oligogalacturonide transport system permease protein,Oligogalacturonide transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00296,,K10193,,,
togN; oligogalacturonide transport system permease protein,Oligogalacturonide transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00297,,K10194,,,
togA; oligogalacturonide transport system ATP-binding protein,Oligogalacturonide transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00298,,K10195,,,
"mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein",Phospholipid transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00299,,K02065,,,
"mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein",Phospholipid transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00300,,K02066,,,
"mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein",Phospholipid transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00301,,K02067,,,
mlaB; phospholipid transport system transporter-binding protein,Phospholipid transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00302,,K07122,,,
mlaC; phospholipid transport system substrate-binding protein,Phospholipid transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00303,,K07323,,,
lplA; putative aldouronate transport system substrate-binding protein,Putative aldouronate transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00304,,K17318,,,
lplB; putative aldouronate transport system permease protein,Putative aldouronate transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00305,,K17319,,,
lplC; putative aldouronate transport system permease protein,Putative aldouronate transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00306,,K17320,,,
chiE; putative chitobiose transport system substrate-binding protein,Putative chitobiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00307,,K17244,,,
chiF; putative chitobiose transport system permease protein,Putative chitobiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00308,,K17245,,,
chiG; putative chitobiose transport system permease protein,Putative chitobiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00309,,K17246,,,
malK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-],Putative sorbitol/mannitol transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00310,,K10111,,,
msmX; multiple sugar transport system ATP-binding protein,Putative sorbitol/mannitol transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00311,,K10112,,,
smoE; sorbitol/mannitol transport system substrate-binding protein,Putative sorbitol/mannitol transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00312,,K10227,,,
smoF; sorbitol/mannitol transport system permease protein,Putative sorbitol/mannitol transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00313,,K10228,,,
smoG; sorbitol/mannitol transport system permease protein,Putative sorbitol/mannitol transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00314,,K10229,,,
msmX; multiple sugar transport system ATP-binding protein,Raffinose/stachyose/melibiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00315,,K10112,,,
msmE; raffinose/stachyose/melibiose transport system substrate-binding protein,Raffinose/stachyose/melibiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00316,,K10117,,,
msmF; raffinose/stachyose/melibiose transport system permease protein,Raffinose/stachyose/melibiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00317,,K10118,,,
msmG; raffinose/stachyose/melibiose transport system permease protein,Raffinose/stachyose/melibiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00318,,K10119,,,
K17311; trehalose transport system substrate-binding protein,Trehalose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00319,,K17311,,,
K17312; trehalose transport system permease protein,Trehalose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00320,,K17312,,,
treU; trehalose transport system permease protein,Trehalose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00321,,K17313,,,
treV; trehalose transport system ATP-binding protein,Trehalose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00322,,K17314,,,
malK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-],Trehalose/maltose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00323,,K10111,,,
thuE; trehalose/maltose transport system substrate-binding protein,Trehalose/maltose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00324,,K10236,,,
thuF; trehalose/maltose transport system permease protein,Trehalose/maltose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00325,,K10237,,,
thuG; trehalose/maltose transport system permease protein,Trehalose/maltose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00326,,K10238,,,
bxlE; xylobiose transport system substrate-binding protein,Xylobiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00327,,K17326,,,
bxlF; xylobiose transport system permease protein,Xylobiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00328,,K17327,,,
bxlG; xylobiose transport system permease protein,Xylobiose transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00329,,K17328,,,
"ganO, arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein",Galactose oligomer/ Maltooligosaccharide,"Oligosaccharide, polyol and lipid transporter",Transporters00330,,K15770,,,
"ganP, arabinogalactan oligomer / maltooligosaccharide transport system permease protein",Galactose oligomer/ Maltooligosaccharide,"Oligosaccharide, polyol and lipid transporter",Transporters00331,,K15771,,,
"ganQ, arabinogalactan oligomer / maltooligosaccharide transport system permease protein",Galactose oligomer/ Maltooligosaccharide,"Oligosaccharide, polyol and lipid transporter",Transporters00332,,K15772,,,
"msmX, multiple sugar transport system ATP-binding protein [EC:7.5.2.-]",Galactose oligomer/ Maltooligosaccharide,"Oligosaccharide, polyol and lipid transporter",Transporters00333,,K10112,,,
"yphF, sugar transport system substrate-binding protein",Sugar transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00334,,K23454,,,
"yphD, sugar transport system permease protein",Sugar transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00335,,K23546,,,
"yphE, sugar transport system ATP-binding protein",Sugar transport system,"Oligosaccharide, polyol and lipid transporter",Transporters00336,,K23547,,,
"bmpA, basic membrane protein A and related proteins",Nucleoside,"Oligosaccharide, polyol and lipid transporter",Transporters00337,,K07335,,,
"nupB, general nucleoside transport system permease protein",Nucleoside,"Oligosaccharide, polyol and lipid transporter",Transporters00338,,K23535,,,
"nupC, general nucleoside transport system permease protein",Nucleoside,"Oligosaccharide, polyol and lipid transporter",Transporters00339,,K23536,,,
"nupA, general nucleoside transport system ATP-binding protein",Nucleoside,"Oligosaccharide, polyol and lipid transporter",Transporters00340,,K23537,,,
tagaturonate reductase,galacturonic acid degradation,Pentose and glucuronate interconversions,Sugars00003_001,,K00041,,,
2-dehydro-3-deoxygluconokinase,galacturonic acid degradation,Pentose and glucuronate interconversions,Sugars00003_002,,K00874,,,
2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase,galacturonic acid degradation,Pentose and glucuronate interconversions,Sugars00003_003,,K01625,,,
altronate hydrolase,galacturonic acid degradation,Pentose and glucuronate interconversions,Sugars00003_004,,K01685,,,
altronate dehydratase small subunit,galacturonic acid degradation,Pentose and glucuronate interconversions,Sugars00003_005,,K16849,,,
altronate dehydratase large subunit,galacturonic acid degradation,Pentose and glucuronate interconversions,Sugars00003_006,,K16850,,,
L-iditol 2-dehydrogenase,xylose degradation (oxidoreductase pathway),Pentose and glucuronate interconversions,Sugars00003_007,,K00008,,,
aldehyde reductase,xylose degradation (oxidoreductase pathway),Pentose and glucuronate interconversions,Sugars00003_008,,K00011,,,
xylulokinase,xylose degradation (oxidoreductase pathway),Pentose and glucuronate interconversions,Sugars00003_009,,K00854,,,
D-xylulose reductase,xylose degradation (oxidoreductase pathway),Pentose and glucuronate interconversions,Sugars00003_010,,K05351,,,
D-xylose reductase,xylose degradation (oxidoreductase pathway),Pentose and glucuronate interconversions,Sugars00003_011,,K17743,,,
dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP),xylose degradation (weimburg/dahms),Pentose and glucuronate interconversions,Sugars00003_012,,K00078,,,
D-xylose 1-dehydrogenase (NADP+),xylose degradation (weimburg/dahms),Pentose and glucuronate interconversions,Sugars00003_013,,K14273,,,
"xylono-1,5-lactonase",xylose degradation (weimburg/dahms),Pentose and glucuronate interconversions,Sugars00003_014,,K14274,,,
D-xylonate dehydratase,xylose degradation (weimburg/dahms),Pentose and glucuronate interconversions,Sugars00003_015,,K14275,,,
D-xylonate dehydratase,xylose degradation (xylonate hydratase pathway),Pentose and glucuronate interconversions,Sugars00003_016,,K14275,,,
sapA; cationic peptide transport system substrate-binding protein,Defensin,Peptide and nickel transporters,Transporters00341,,K19226,,,
sapB; cationic peptide transport system permease protein,Defensin,Peptide and nickel transporters,Transporters00342,,K19227,,,
sapC; cationic peptide transport system permease protein,Defensin,Peptide and nickel transporters,Transporters00343,,K19228,,,
sapD; cationic peptide transport system ATP-binding protein,Defensin,Peptide and nickel transporters,Transporters00344,,K19229,,,
sapF; cationic peptide transport system ATP-binding protein,Defensin,Peptide and nickel transporters,Transporters00345,,K19230,,,
"DEFB1, beta-defensin 1",Defensin,Peptide and nickel transporters,Transporters00346,,,,,
dppA; dipeptide transport system substrate-binding protein,Dipeptide transport system,Peptide and nickel transporters,Transporters00347,,K12368,,,
dppB; dipeptide transport system permease protein,Dipeptide transport system,Peptide and nickel transporters,Transporters00348,,K12369,,,
dppC; dipeptide transport system permease protein,Dipeptide transport system,Peptide and nickel transporters,Transporters00349,,K12370,,,
dppD; dipeptide transport system ATP-binding protein,Dipeptide transport system,Peptide and nickel transporters,Transporters00350,,K12371,,,
dppF; dipeptide transport system ATP-binding protein,Dipeptide transport system,Peptide and nickel transporters,Transporters00351,,K12372,,,
dppE; dipeptide transport system substrate-binding protein,"Dipeptide transport system, Firmicutes",Peptide and nickel transporters,Transporters00352,,K16199,,,
dppB1; dipeptide transport system permease protein,"Dipeptide transport system, Firmicutes",Peptide and nickel transporters,Transporters00353,,K16200,,,
dppC1; dipeptide transport system permease protein,"Dipeptide transport system, Firmicutes",Peptide and nickel transporters,Transporters00354,,K16201,,,
dppD1; dipeptide transport system ATP-binding protein,"Dipeptide transport system, Firmicutes",Peptide and nickel transporters,Transporters00355,,K16202,,,
gsiB; glutathione transport system substrate-binding protein,Glutathione transport system,Peptide and nickel transporters,Transporters00356,,K13889,,,
gsiC; glutathione transport system permease protein,Glutathione transport system,Peptide and nickel transporters,Transporters00357,,K13890,,,
gsiD; glutathione transport system permease protein,Glutathione transport system,Peptide and nickel transporters,Transporters00358,,K13891,,,
gsiA; glutathione transport system ATP-binding protein,Glutathione transport system,Peptide and nickel transporters,Transporters00359,,K13892,,,
yejA; microcin C transport system substrate-binding protein,Microcin C transport system,Peptide and nickel transporters,Transporters00360,,K13893,,,
yejB; microcin C transport system permease protein,Microcin C transport system,Peptide and nickel transporters,Transporters00361,,K13894,,,
yejE; microcin C transport system permease protein,Microcin C transport system,Peptide and nickel transporters,Transporters00362,,K13895,,,
yejF; microcin C transport system ATP-binding protein,Microcin C transport system,Peptide and nickel transporters,Transporters00363,,K13896,,,
nikE; nickel transport system ATP-binding protein [EC:3.6.3.24],Nickel transport system,Peptide and nickel transporters,Transporters00364,,K10824,,,
nikA; nickel transport system substrate-binding protein,Nickel transport system,Peptide and nickel transporters,Transporters00365,,K15584,,,
nikB; nickel transport system permease protein,Nickel transport system,Peptide and nickel transporters,Transporters00366,,K15585,,,
nikC; nickel transport system permease protein,Nickel transport system,Peptide and nickel transporters,Transporters00367,,K15586,,,
nikD; nickel transport system ATP-binding protein [EC:3.6.3.24],Nickel transport system,Peptide and nickel transporters,Transporters00368,,K15587,,,
oppF; oligopeptide transport system ATP-binding protein,Oligopeptide transport system,Peptide and nickel transporters,Transporters00369,,K10823,,,
oppA; oligopeptide transport system substrate-binding protein,Oligopeptide transport system,Peptide and nickel transporters,Transporters00370,,K15580,,,
oppB; oligopeptide transport system permease protein,Oligopeptide transport system,Peptide and nickel transporters,Transporters00371,,K15581,,,
oppC; oligopeptide transport system permease protein,Oligopeptide transport system,Peptide and nickel transporters,Transporters00372,,K15582,,,
oppD; oligopeptide transport system ATP-binding protein,Oligopeptide transport system,Peptide and nickel transporters,Transporters00373,,K15583,,,
ABC.PE.A; peptide/nickel transport system ATP-binding protein,Peptides/nickel transport system,Peptide and nickel transporters,Transporters00374,,K02031,,,
ABC.PE.A1; peptide/nickel transport system ATP-binding protein,Peptides/nickel transport system,Peptide and nickel transporters,Transporters00375,,K02032,,,
ABC.PE.P; peptide/nickel transport system permease protein,Peptides/nickel transport system,Peptide and nickel transporters,Transporters00376,,K02033,,,
ABC.PE.P1; peptide/nickel transport system permease protein,Peptides/nickel transport system,Peptide and nickel transporters,Transporters00377,,K02034,,,
ABC.PE.S; peptide/nickel transport system substrate-binding protein,Peptides/nickel transport system,Peptide and nickel transporters,Transporters00378,,K02035,,,
artJ; arginine transport system substrate-binding protein,Arginine transport system,Phosphate and amino acid transporters,Transporters00379,,K09996,,,
artI; arginine transport system substrate-binding protein,Arginine transport system,Phosphate and amino acid transporters,Transporters00380,,K09997,,,
artM; arginine transport system permease protein,Arginine transport system,Phosphate and amino acid transporters,Transporters00381,,K09998,,,
artQ; arginine transport system permease protein,Arginine transport system,Phosphate and amino acid transporters,Transporters00382,,K09999,,,
artP; arginine transport system ATP-binding protein [EC:7.4.2.1],Arginine transport system,Phosphate and amino acid transporters,Transporters00383,,K10000,,,
artQ; arginine/lysine/histidine transport system permease protein,Arginine/lysine/histidine transport system,Phosphate and amino acid transporters,Transporters00384,,K17077,,,
artP; arginine/lysine/histidine transporter system substrate-binding protein,Arginine/lysine/histidine transport system,Phosphate and amino acid transporters,Transporters00385,,K23059,,,
artR; arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1],Arginine/lysine/histidine transport system,Phosphate and amino acid transporters,Transporters00386,,K23060,,,
bgtB; arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein,Arginine/lysine/histidine/glutamine transport system,Phosphate and amino acid transporters,Transporters00387,,K17062,,,
