WBANNO,LST_DATE,CRX_VN,LONGITUDE,LATITUDE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_MEAN,T_DAILY_AVG,P_DAILY_CALC,SOLARAD_DAILY,SUR_TEMP_DAILY_TYPE,SUR_TEMP_DAILY_MAX,SUR_TEMP_DAILY_MIN,SUR_TEMP_DAILY_AVG,RH_DAILY_MAX,RH_DAILY_MIN,RH_DAILY_AVG,SOIL_MOISTURE_5_DAILY,SOIL_MOISTURE_10_DAILY,SOIL_MOISTURE_20_DAILY,SOIL_MOISTURE_50_DAILY,SOIL_MOISTURE_100_DAILY,SOIL_TEMP_5_DAILY,SOIL_TEMP_10_DAILY,SOIL_TEMP_20_DAILY,SOIL_TEMP_50_DAILY,SOIL_TEMP_100_DAILY
53131,20220128,2.623,-111.17,32.24,18.4,3.6,11,12.4,0,15.09,C,27.1,2.3,12.4,34.1,12.6,19,0.07,0.069,-99,-99,-99,12.9,12.7,-9999,-9999,-9999
53131,20220129,2.623,-111.17,32.24,21.8,8.5,15.2,14,0,15.39,C,31.5,5.7,14.6,33.2,11.2,22.1,0.068,0.077,-99,-99,-99,14.5,14.1,-9999,-9999,-9999
53131,20220130,2.623,-111.17,32.24,19.5,6.3,12.9,13.1,0,15.3,C,30.6,6.1,15,43.7,13,25.8,0.066,0.082,-99,-99,-99,15.1,14.8,-9999,-9999,-9999
53131,20220131,2.623,-111.17,32.24,20,3.1,11.5,11.5,0,13.63,C,29.7,3.4,12.9,51,15.3,30.8,0.064,0.071,-99,-99,-99,14,13.9,-9999,-9999,-9999
53131,20220201,2.623,-111.17,32.24,18.4,3.5,11,11.4,0,6.88,C,23,4.8,11.4,52.7,14.1,30.5,0.06,0.063,-99,-99,-99,12.7,13,-9999,-9999,-9999
53131,20220202,2.623,-111.17,32.24,15.5,-0.7,7.4,8.9,0,13.95,C,26.4,1,11.2,43.7,8.3,26.4,0.06,0.062,-99,-99,-99,12.9,13.1,-9999,-9999,-9999
53131,20220203,2.623,-111.17,32.24,11.2,-3.3,4,4.7,0,16.47,C,25.2,-2.5,7.7,38.2,8.6,18.7,0.057,0.06,-99,-99,-99,9.9,10.2,-9999,-9999,-9999
53131,20220204,2.623,-111.17,32.24,14.5,-1.4,6.5,7.2,0,16.67,C,25.9,-1.5,8.8,36.6,9.1,18.2,0.055,0.059,-99,-99,-99,10.3,10.4,-9999,-9999,-9999
53131,20220205,2.623,-111.17,32.24,18.6,4,11.3,10.4,0,16.67,C,30.7,2.3,11.6,28,9.2,13.5,0.055,0.06,-99,-99,-99,12.2,11.9,-9999,-9999,-9999
53131,20220206,2.623,-111.17,32.24,20.3,0.5,10.4,10.8,0,16.9,C,31.2,0.3,12.1,40,6.8,19.3,0.053,0.06,-99,-99,-99,12.7,12.3,-9999,-9999,-9999
53131,20220207,2.623,-111.17,32.24,18.8,6.8,12.8,13.4,0,16.85,C,31.1,5.6,14.1,29.7,10.9,18.8,0.051,0.065,-99,-99,-99,14.3,13.8,-9999,-9999,-9999
53131,20220208,2.623,-111.17,32.24,21.1,6.2,13.6,13.7,0,17.39,C,33.3,3.6,14.6,29.7,7.2,18,0.05,0.058,-99,-99,-99,14.9,14.4,-9999,-9999,-9999
53131,20220209,2.623,-111.17,32.24,24.1,5.6,14.9,15.7,0,17.38,C,35.5,4,16.1,36.5,6.9,16,0.049,0.058,-99,-99,-99,15.9,15.2,-9999,-9999,-9999
53131,20220210,2.623,-111.17,32.24,24.9,4.8,14.8,15.7,0,17.42,C,36.7,4.3,16.8,35.2,6.3,16.8,0.047,0.061,-99,-99,-99,16.8,16.1,-9999,-9999,-9999
53131,20220211,2.623,-111.17,32.24,25,5.5,15.3,15.8,0,17.61,C,36.6,5.7,17.2,40.3,9.2,21.8,0.046,0.059,-99,-99,-99,17.4,16.8,-9999,-9999,-9999
53131,20220212,2.623,-111.17,32.24,25.6,6.3,16,16.4,0,18.06,C,37.8,4.8,17.3,42.4,4.8,18.7,0.044,0.058,-99,-99,-99,17.4,16.8,-9999,-9999,-9999
53131,20220213,2.623,-111.17,32.24,27.1,10.3,18.7,18.6,0,18.28,C,38.7,8.9,19,23.6,3.6,14.4,0.043,0.059,-99,-99,-99,18.7,17.9,-9999,-9999,-9999
53131,20220214,2.623,-111.17,32.24,27.4,7.6,17.5,18,0,18.55,C,39.9,6.3,18.6,24.5,3.5,11.2,0.041,0.059,-99,-99,-99,18.7,18,-9999,-9999,-9999
53131,20220215,2.623,-111.17,32.24,24.1,8.1,16.1,17.1,0,18.43,C,33,6.9,16.8,21.7,3.5,9.6,0.037,0.056,-99,-99,-99,17.9,17.6,-9999,-9999,-9999
53131,20220216,2.623,-111.17,32.24,13.4,3.8,8.6,8.4,2.1,12.33,C,23,4.9,11.1,94.1,13.4,55.3,0.036,0.048,-99,-99,-99,13.5,14.5,-9999,-9999,-9999
53131,20220217,2.623,-111.17,32.24,15.4,3.3,9.4,9.1,0,16.55,C,30.3,3.9,13,86.2,26.1,51.4,0.047,0.053,-99,-99,-99,14.1,14,-9999,-9999,-9999
53131,20220218,2.623,-111.17,32.24,20.1,0.2,10.2,11.2,0,19.14,C,33.4,1.2,13.9,60.6,10.5,27.5,0.049,0.055,-99,-99,-99,14.7,14.3,-9999,-9999,-9999
53131,20220219,2.623,-111.17,32.24,24.5,4.1,14.3,15.1,0,19.3,C,37,4,16.6,40,4.7,17.3,0.049,0.057,-99,-99,-99,16.5,15.8,-9999,-9999,-9999
53131,20220220,2.623,-111.17,32.24,25.3,5.8,15.5,15.6,0,17.38,C,36,5.6,16.9,33.6,5.8,16.6,0.047,0.057,-99,-99,-99,17.4,16.8,-9999,-9999,-9999
53131,20220221,2.623,-111.17,32.24,17.6,7.2,12.4,13.3,0,17.36,C,30.4,6.2,14.9,47.9,16.1,28.2,0.044,0.054,-99,-99,-99,16.8,16.7,-9999,-9999,-9999
53131,20220222,2.623,-111.17,32.24,19.6,6.4,13,12.5,0,19.01,C,33.2,4.9,15,62.7,19.8,41.4,0.041,0.053,-99,-99,-99,16.7,16.4,-9999,-9999,-9999
53131,20220223,2.623,-111.17,32.24,15.6,3.2,9.4,8.1,8.5,12.7,C,26.2,5.8,10.4,94.8,32.1,65.1,0.05,0.052,-99,-99,-99,13.2,13.9,-9999,-9999,-9999
53131,20220224,2.623,-111.17,32.24,12.5,-0.4,6.1,6.2,0,19.68,C,25.6,0.9,10.4,94.5,26.7,60.2,0.089,0.079,-99,-99,-99,11.3,11.6,-9999,-9999,-9999
53131,20220225,2.623,-111.17,32.24,16.4,-0.9,7.8,7.8,0,19.98,C,28.9,0.5,11.6,87.4,25.3,53.6,0.093,0.079,-99,-99,-99,12,11.8,-9999,-9999,-9999
53131,20220226,2.623,-111.17,32.24,17.2,0.2,8.7,9.5,0,20.1,C,30.7,1.6,12.9,82.8,20.1,45.2,0.084,0.073,-99,-99,-99,13.1,12.7,-9999,-9999,-9999
53131,20220227,2.623,-111.17,32.24,22,4.4,13.2,13.5,0,18.58,C,32.1,3.4,15,54.1,11.6,27,0.08,0.079,-99,-99,-99,14.7,14.1,-9999,-9999,-9999
53131,20220228,2.623,-111.17,32.24,24.6,7.5,16.1,15.9,0,14.87,C,33.5,8,17,44.7,7.7,21.4,0.076,0.079,-99,-99,-99,16.6,16.2,-9999,-9999,-9999
53131,20220301,2.623,-111.17,32.24,26.6,6.3,16.4,17,0,20.46,C,39,5.9,19,47.3,7.6,21,0.073,0.077,-99,-99,-99,18.3,17.5,-9999,-9999,-9999
53131,20220302,2.623,-111.17,32.24,28.4,7.6,18,18.6,0,20.16,C,41.2,7.4,20.8,42.9,7,21,0.07,0.078,-99,-99,-99,19.9,19,-9999,-9999,-9999
53131,20220303,2.623,-111.17,32.24,29.3,13.7,21.5,21.7,0,16.92,C,41.3,13.6,23.1,28.8,4.6,13.7,0.066,0.081,-99,-99,-99,22.3,21.3,-9999,-9999,-9999
53131,20220304,2.623,-111.17,32.24,21,8.5,14.8,16.4,0,20.49,C,33.4,9.9,18.8,59.8,11.1,24.6,0.059,0.076,-99,-99,-99,20.7,20.6,-9999,-9999,-9999
53131,20220305,2.623,-111.17,32.24,21.5,4.5,13,12.8,0,20.84,C,36.5,5.9,17.4,73.4,16.2,43.3,0.055,0.071,-99,-99,-99,18.9,18.7,-9999,-9999,-9999
53131,20220306,2.623,-111.17,32.24,15.7,2.4,9,9.5,0,21.43,C,34,4.2,15.8,61.4,14.5,34,0.051,0.066,-99,-99,-99,17.5,17.6,-9999,-9999,-9999
53131,20220307,2.623,-111.17,32.24,16.8,0.4,8.6,9.6,0,21.6,C,34.4,2.4,15,59.3,15.5,30,0.049,0.067,-99,-99,-99,16.4,16.5,-9999,-9999,-9999
53131,20220308,2.623,-111.17,32.24,16.8,-0.1,8.4,9.2,0,21.87,C,35.3,1.7,14.8,42,9.4,21.4,0.047,0.062,-99,-99,-99,16,16,-9999,-9999,-9999
53131,20220309,2.623,-111.17,32.24,19.3,0.5,9.9,10.2,0,21.96,C,36.5,1.9,15.6,39.7,8.2,20.4,0.045,0.06,-99,-99,-99,16.4,16.3,-9999,-9999,-9999
53131,20220310,2.623,-111.17,32.24,22,5.2,13.6,14.1,0,21.51,C,36.4,4.7,17.4,41.3,11.2,20,0.044,0.061,-99,-99,-99,18,17.6,-9999,-9999,-9999
53131,20220311,2.623,-111.17,32.24,17.1,3.2,10.2,10.7,0,22.33,C,34.9,3.6,15.8,31.2,6.4,17.9,0.041,0.059,-99,-99,-99,17,17.1,-9999,-9999,-9999
53131,20220312,2.623,-111.17,32.24,24.7,3.2,14,14.9,0,22.7,C,41.7,3.6,18.6,26.1,4.8,13,0.041,0.059,-99,-99,-99,18.4,17.8,-9999,-9999,-9999
53131,20220313,2.623,-111.17,32.24,24.9,4.2,14.5,15.5,0,22.73,C,41.1,5.2,19.5,34.2,4.9,14.9,0.039,0.06,-99,-99,-99,19.8,19.2,-9999,-9999,-9999
53131,20220314,2.623,-111.17,32.24,24.8,6.9,15.8,16.7,0,22.5,C,42.4,6.6,20.7,28.8,6.2,14.8,0.036,0.06,-99,-99,-99,20.5,20,-9999,-9999,-9999
53131,20220315,2.623,-111.17,32.24,29,7.1,18,19.1,0,22.65,C,45.3,7.5,22.6,30.3,5.5,13.5,0.036,0.061,-99,-99,-99,22.1,21.2,-9999,-9999,-9999
53131,20220316,2.623,-111.17,32.24,28.3,10.7,19.5,19.5,0,22.7,C,42.2,9.5,22.6,23.7,4.7,14.8,0.035,0.062,-99,-99,-99,22.8,22.1,-9999,-9999,-9999
53131,20220317,2.623,-111.17,32.24,22.9,11.5,17.2,17.3,0,22.8,C,41.4,10.2,21.9,34.1,11.2,20.3,0.032,0.058,-99,-99,-99,22.4,22,-9999,-9999,-9999
53131,20220318,2.623,-111.17,32.24,25.7,8.3,17,17.8,0,23,C,44,9.9,22.6,28.5,3.4,13.3,0.032,0.058,-99,-99,-99,22.6,22,-9999,-9999,-9999
53131,20220319,2.623,-111.17,32.24,28.6,7.7,18.1,19,0,21.51,C,44.8,7.5,22,23.6,3.1,9.4,0.03,0.056,-99,-99,-99,22.2,21.9,-9999,-9999,-9999
53131,20220320,2.623,-111.17,32.24,21.3,10.6,15.9,16.5,0,17.7,C,38.1,11.9,20.2,54.4,7.8,27.4,0.03,0.055,-99,-99,-99,21.6,21.6,-9999,-9999,-9999
53131,20220321,2.623,-111.17,32.24,19.4,7.2,13.3,12.7,2.5,22.92,C,34.7,8.3,17.8,92.2,14.8,43.5,0.038,0.052,-99,-99,-99,19.2,19.7,-9999,-9999,-9999
53131,20220322,2.623,-111.17,32.24,22.6,5.2,13.9,14.8,0,23.75,C,40.5,5.4,19.1,42.6,9.2,19.3,0.05,0.055,-99,-99,-99,19.4,19.3,-9999,-9999,-9999
53131,20220323,2.623,-111.17,32.24,23,12.4,17.7,17.3,0,24.42,C,41.5,9.1,21.3,14,4.8,9.2,0.052,0.059,-99,-99,-99,21.4,21,-9999,-9999,-9999
53131,20220324,2.623,-111.17,32.24,28.6,4.9,16.8,18.5,0,24.4,C,45.9,6.4,22.6,32.6,4.1,10.9,0.045,0.061,-99,-99,-99,22.3,21.7,-9999,-9999,-9999
53131,20220325,2.623,-111.17,32.24,33.1,9.4,21.3,22.8,0,22.85,C,49.2,9.3,25.6,26.7,3.4,10.2,0.042,0.064,-99,-99,-99,24.8,23.8,-9999,-9999,-9999
53131,20220326,2.623,-111.17,32.24,34.4,13.1,23.7,24.1,0,19.58,C,47.7,13,25.6,21.7,2.8,9.3,0.037,0.063,-99,-99,-99,25.2,24.7,-9999,-9999,-9999
53131,20220327,2.623,-111.17,32.24,32.3,11.4,21.9,22.8,0,23.28,C,47.7,10.7,25.8,18.4,3.2,7.9,0.034,0.061,-99,-99,-99,26,25.2,-9999,-9999,-9999
53131,20220328,2.623,-111.17,32.24,25,14.4,19.7,20.8,0,5.57,C,26.7,13.9,20.3,41.3,6.4,15.1,0.03,0.056,-99,-99,-99,21.8,22.4,-9999,-9999,-9999
53131,20220329,2.623,-111.17,32.24,17.1,7.8,12.4,12.3,1,12.32,C,31.5,8.5,15.4,83.4,40.5,64.2,0.028,0.05,-99,-99,-99,18.6,19.7,-9999,-9999,-9999
53131,20220330,2.623,-111.17,32.24,22.8,7,14.9,15.2,0,22.16,C,40.6,7.3,19.7,86.2,20.4,45.6,0.035,0.052,-99,-99,-99,20.6,20.3,-9999,-9999,-9999
53131,20220331,2.623,-111.17,32.24,25.6,9.8,17.7,18,0,21.73,C,43,9.1,22.3,58.4,13.1,31.6,0.035,0.054,-99,-99,-99,22.8,22.2,-9999,-9999,-9999
53131,20220401,2.623,-111.17,32.24,28.1,8.2,18.2,19,0,24.77,C,46.9,9.1,24.7,51.5,7.6,23.4,0.032,0.056,-99,-99,-99,24.6,23.8,-9999,-9999,-9999
53131,20220402,2.623,-111.17,32.24,30.2,11.4,20.8,21.3,0,24.78,C,48.3,11.2,26.3,43.3,8.2,22.3,0.032,0.057,-99,-99,-99,26.2,25.4,-9999,-9999,-9999
53131,20220403,2.623,-111.17,32.24,28.5,10.3,19.4,20.5,0,24.01,C,47.4,11.6,26.1,53.8,10,25.6,0.031,0.058,-99,-99,-99,26.4,25.9,-9999,-9999,-9999
53131,20220404,2.623,-111.17,32.24,27.2,10.2,18.7,19.7,0,24.13,C,46.4,11.8,25.7,55.9,13.1,30.9,0.03,0.057,-99,-99,-99,26.4,25.9,-9999,-9999,-9999
53131,20220405,2.623,-111.17,32.24,31.1,10.9,21,22.3,0,24.81,C,49,12.2,27.3,52.9,10.8,25.6,0.031,0.057,-99,-99,-99,27.5,26.7,-9999,-9999,-9999
53131,20220406,2.623,-111.17,32.24,30.9,12.2,21.6,23.1,0,25.27,C,49.9,13.2,28.1,36.2,6,17.3,0.03,0.057,-99,-99,-99,28.1,27.5,-9999,-9999,-9999
53131,20220407,2.623,-111.17,32.24,32.4,14.3,23.4,25.1,0,26.37,C,51.9,13.3,29.6,8.2,2,3.6,0.03,0.057,-99,-99,-99,29.2,28.3,-9999,-9999,-9999
53131,20220408,2.623,-111.17,32.24,33.8,13.9,23.8,25.8,0,26.43,C,52.4,14.4,29.7,11.5,1.2,4,0.028,0.056,-99,-99,-99,29.5,28.8,-9999,-9999,-9999
53131,20220409,2.623,-111.17,32.24,33.3,14.1,23.7,24.9,0,25.85,C,49.9,13.4,28.7,13.4,2.6,6.8,0.027,0.055,-99,-99,-99,29.5,28.9,-9999,-9999,-9999
53131,20220410,2.623,-111.17,32.24,30.8,18.3,24.6,24,0,25.69,C,49.2,15.8,28.3,27.7,7.9,17.6,0.027,0.055,-99,-99,-99,29.8,29.3,-9999,-9999,-9999
53131,20220411,2.623,-111.17,32.24,-9999,-9999,-9999,-9999,-9999,-9999,U,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53131,20220412,2.623,-111.17,32.24,24.2,12.1,18.2,18.2,0,23.58,C,43.1,10.6,22.8,38.2,6.4,24.7,0.024,0.051,-99,-99,-99,26.5,27.1,-9999,-9999,-9999
53131,20220413,2.623,-111.17,32.24,21.6,2.5,12,13.8,0,27.26,C,43.6,3.6,20.7,18.5,2,7,0.023,0.045,-99,-99,-99,23.5,24.2,-9999,-9999,-9999
53131,20220414,2.623,-111.17,32.24,28,5.2,16.6,17.8,0,27.11,C,49.1,6.1,24,16,0.6,6.7,0.024,0.046,-99,-99,-99,25.2,25.1,-9999,-9999,-9999
53131,20220415,2.623,-111.17,32.24,30.1,8.2,19.2,21,0,25.12,C,49.7,8.9,25.8,21.5,3.7,8.7,0.025,0.047,-99,-99,-99,26.6,26.3,-9999,-9999,-9999
53131,20220416,2.623,-111.17,32.24,31.9,14.4,23.1,23.4,0,26.13,C,51.2,13.2,27.9,13.8,3,7.7,0.026,0.049,-99,-99,-99,28.7,28.1,-9999,-9999,-9999
53131,20220417,2.623,-111.17,32.24,32.1,11.3,21.7,23.2,0,27.45,C,52.4,11,28.4,24.1,2.5,9.9,0.026,0.049,-99,-99,-99,29.1,28.6,-9999,-9999,-9999
53131,20220418,2.623,-111.17,32.24,34.8,11.9,23.4,24.9,0,26.99,C,53.4,12,29.6,19.3,1.8,8.3,0.026,0.05,-99,-99,-99,30.1,29.5,-9999,-9999,-9999
53131,20220419,2.623,-111.17,32.24,35,16.4,25.7,26,0,17.94,C,48.5,16.8,27.8,14.2,3.7,7.2,0.026,0.049,-99,-99,-99,29.2,29,-9999,-9999,-9999
53131,20220420,2.623,-111.17,32.24,32.2,13.8,23,24.2,0,27.3,C,50.4,12.7,28.7,18.7,4,9.7,0.026,0.049,-99,-99,-99,30,29.5,-9999,-9999,-9999
53131,20220421,2.623,-111.17,32.24,33.7,14.7,24.2,24.9,0,27.32,C,51.9,13.3,29.6,21.6,2.9,10.5,0.026,0.049,-99,-99,-99,30.7,30.2,-9999,-9999,-9999
53131,20220422,2.623,-111.17,32.24,26.5,15.4,20.9,21.5,0,26.77,C,44.9,15.1,26.6,23.1,10.8,16.2,0.025,0.048,-99,-99,-99,29.4,29.6,-9999,-9999,-9999
53131,20220423,2.623,-111.17,32.24,24,8.3,16.1,17.5,0,27.19,C,47.2,10,25.1,40.9,8.5,19.4,0.024,0.045,-99,-99,-99,27.4,27.8,-9999,-9999,-9999
53131,20220424,2.623,-111.17,32.24,26.8,8.3,17.6,19.3,0,27.54,C,48,9.5,25.7,31.1,5,13.1,0.024,0.044,-99,-99,-99,27.5,27.6,-9999,-9999,-9999
53131,20220425,2.623,-111.17,32.24,32.7,9.7,21.2,23.6,0,27.5,C,53.3,9.8,28.6,17.6,2.8,6.7,0.024,0.045,-99,-99,-99,29.2,28.8,-9999,-9999,-9999
53131,20220426,2.623,-111.17,32.24,36.1,13.7,24.9,26.7,0,26.49,C,55,14.3,31.1,17.1,4.3,8.9,0.026,0.047,-99,-99,-99,31.8,31,-9999,-9999,-9999
53131,20220427,2.623,-111.17,32.24,33.2,14.6,23.9,24.8,0,27.81,C,51.2,14.1,29.6,17.9,4.5,8.9,0.025,0.047,-99,-99,-99,31.6,31.3,-9999,-9999,-9999
53131,20220428,2.623,-111.17,32.24,30.8,12.7,21.7,22.6,0,28.16,C,48.6,12.6,28.1,22.7,3,10.2,0.024,0.046,-99,-99,-99,30.6,30.5,-9999,-9999,-9999
53131,20220429,2.623,-111.17,32.24,29,9.1,19.1,20.9,0,28.12,C,50.5,10.6,27.6,25.9,7.3,13,0.023,0.045,-99,-99,-99,29.6,29.7,-9999,-9999,-9999
53131,20220430,2.623,-111.17,32.24,32.9,11.2,22,23.7,0,27.51,C,54.2,12.3,29.8,28,3.2,10.9,0.025,0.045,-99,-99,-99,31,30.6,-9999,-9999,-9999
53131,20220501,2.623,-111.17,32.24,33.7,14.4,24.1,25.3,0,28.19,C,53.3,14.2,30.4,25.9,2.7,11,0.025,0.046,-99,-99,-99,32.1,31.6,-9999,-9999,-9999
53131,20220502,2.623,-111.17,32.24,32.6,15.2,23.9,24.7,0,27.85,C,53.6,14.6,30.9,27.4,6.6,15.1,0.025,0.046,-99,-99,-99,32.3,31.9,-9999,-9999,-9999
53131,20220503,2.623,-111.17,32.24,32.1,17.4,24.7,24.8,0,23.27,C,49.5,17.4,28.7,31.9,5.8,18.3,0.024,0.045,-99,-99,-99,31.5,31.5,-9999,-9999,-9999
53131,20220504,2.623,-111.17,32.24,30.5,12.7,21.6,22.7,0,28.32,C,51.9,13.4,29.3,49.4,4.5,19.9,0.024,0.045,-99,-99,-99,31.3,31.2,-9999,-9999,-9999
53131,20220505,2.623,-111.17,32.24,33.3,12.5,22.9,24.3,0,28.84,C,54.5,12.6,30.6,19.9,3.1,8.6,0.025,0.045,-99,-99,-99,31.9,31.6,-9999,-9999,-9999
53131,20220506,2.623,-111.17,32.24,35.6,15.2,25.4,26.5,0,28.63,C,56,14.6,32.4,19.6,2.7,9.2,0.026,0.046,-99,-99,-99,33.3,32.8,-9999,-9999,-9999
53131,20220507,2.623,-111.17,32.24,36.6,16.7,26.6,27.6,0,28.06,C,56.2,15.7,32.3,17.7,2,7.9,0.025,0.046,-99,-99,-99,34.1,33.6,-9999,-9999,-9999
53131,20220508,2.623,-111.17,32.24,33.5,19.3,26.4,26.5,0,28.3,C,52.4,17.4,31,15.6,3.3,9.9,0.024,0.046,-99,-99,-99,33.6,33.5,-9999,-9999,-9999
53131,20220509,2.623,-111.17,32.24,32.5,15.7,24.1,24.7,0,28.52,C,53.7,14.6,31,23.2,7.8,14.2,0.025,0.045,-99,-99,-99,33,32.9,-9999,-9999,-9999
53131,20220510,2.623,-111.17,32.24,32.8,12.6,22.7,24.2,0,28.74,C,54.3,14.1,31.3,33.4,5.3,13.7,0.025,0.045,-99,-99,-99,33,33,-9999,-9999,-9999
53131,20220511,2.623,-111.17,32.24,32.9,13.6,23.2,23.4,0,27.9,C,52.3,14.4,30.1,28,5.9,12.9,0.024,0.044,-99,-99,-99,32.4,32.6,-9999,-9999,-9999
53131,20220512,2.623,-111.17,32.24,28.7,11.3,20,20.9,0,29.95,C,51.1,11.6,27.9,14.5,1.9,6.4,0.024,0.043,-99,-99,-99,30.7,31.2,-9999,-9999,-9999
53131,20220513,2.623,-111.17,32.24,33.3,8.1,20.7,23.1,0,29.79,C,53.8,9.5,29.2,21.3,1.2,6.8,0.023,0.042,-99,-99,-99,31,31.1,-9999,-9999,-9999
53131,20220514,2.623,-111.17,32.24,37.5,13.5,25.5,27.7,0,29.66,C,57.7,13.4,33,17.1,1.9,6.2,0.025,0.044,-99,-99,-99,33.7,33.1,-9999,-9999,-9999
53131,20220515,2.623,-111.17,32.24,40.3,16.7,28.5,29.4,0,29.39,C,59.7,16.1,34.6,12.5,1.1,4.9,0.025,0.045,-99,-99,-99,35.5,34.9,-9999,-9999,-9999
53131,20220516,2.623,-111.17,32.24,37.8,15,26.4,28.3,0,29.36,C,58.6,16,34.5,16.3,2.5,6.5,0.025,0.045,-99,-99,-99,35.5,35.1,-9999,-9999,-9999
53131,20220517,2.623,-111.17,32.24,36.6,17.6,27.1,28.1,0,29.31,C,58,17.1,34.5,22.8,3.3,9.7,0.025,0.045,-99,-99,-99,35.7,35.4,-9999,-9999,-9999
53131,20220518,2.623,-111.17,32.24,36.1,18.2,27.1,28.3,0,29.29,C,57.8,17.6,34.7,29.7,3.8,14.5,0.024,0.045,-99,-99,-99,36.1,35.8,-9999,-9999,-9999
53131,20220519,2.623,-111.17,32.24,35.5,17,26.3,27,0,29.21,C,57.1,18.1,34.3,43.5,3.4,17.9,0.024,0.045,-99,-99,-99,36,35.8,-9999,-9999,-9999
53131,20220520,2.623,-111.17,32.24,33.9,15.1,24.5,26.8,0,28.93,C,51.5,16,32,24.7,7.6,14,0.024,0.044,-99,-99,-99,34.9,35.1,-9999,-9999,-9999
53131,20220521,2.623,-111.17,32.24,34.3,17.9,26.1,26.6,0,29.31,C,53.5,16.9,32.7,34.2,5.2,17.5,0.025,0.044,-99,-99,-99,35.2,35.2,-9999,-9999,-9999
53131,20220522,2.623,-111.17,32.24,34.7,19.4,27,26.9,0,27.53,C,55.6,18.2,33.5,37.8,5.2,19.2,0.025,0.045,-99,-99,-99,35.2,35.2,-9999,-9999,-9999
53131,20220523,2.623,-111.17,32.24,34,15.6,24.8,26.3,0,28.99,C,55,17.1,33,35.8,5.6,16.5,0.025,0.044,-99,-99,-99,35.3,35.3,-9999,-9999,-9999
53131,20220524,2.623,-111.17,32.24,33,17.7,25.3,26,0,29.56,C,54.4,17.1,32.6,27.5,3.9,12.8,0.024,0.044,-99,-99,-99,34.8,34.9,-9999,-9999,-9999
53131,20220525,2.623,-111.17,32.24,36.2,15.7,25.9,27.9,0,29.27,C,57.6,17.1,34.5,41.6,4.2,15.6,0.025,0.044,-99,-99,-99,35.7,35.5,-9999,-9999,-9999
53131,20220526,2.623,-111.17,32.24,38.9,17.6,28.2,30.1,0,29.02,C,59.3,18.3,36.5,31.8,5.5,14,0.025,0.045,-99,-99,-99,37.3,36.8,-9999,-9999,-9999
53131,20220527,2.623,-111.17,32.24,39.1,19.2,29.1,30.4,0,28.81,C,59.7,20.2,36.8,31.6,2.3,14.1,0.027,0.046,-99,-99,-99,38,37.5,-9999,-9999,-9999
53131,20220528,2.623,-111.17,32.24,37.1,18.1,27.6,28.9,0,28.76,C,55.5,18.9,34.2,21.4,1.4,7,0.025,0.045,-99,-99,-99,36.7,36.8,-9999,-9999,-9999
53131,20220529,2.623,-111.17,32.24,33.4,20.1,26.7,26.8,0,29.31,C,52,19.1,32.4,18.6,6.3,11.5,0.024,0.043,-99,-99,-99,35.6,35.9,-9999,-9999,-9999
53131,20220530,2.623,-111.17,32.24,33.8,16.8,25.3,25.5,0,29.47,C,55.5,16.5,32.7,28.7,6.8,16.6,0.024,0.043,-99,-99,-99,35.2,35.5,-9999,-9999,-9999
53131,20220531,2.623,-111.17,32.24,36,15.2,25.6,26.7,0,29.52,C,56.7,16.1,33.9,29.8,4.4,13.9,0.025,0.043,-99,-99,-99,35.7,35.7,-9999,-9999,-9999
53131,20220601,2.623,-111.17,32.24,36.7,17.8,27.3,28.5,0,29.49,C,57.7,18.2,35.3,31.6,6.6,14.6,0.025,0.044,-99,-99,-99,36.8,36.7,-9999,-9999,-9999
53131,20220602,2.623,-111.17,32.24,38.1,18.4,28.3,29.3,0,29.62,C,59,18.4,35.9,28.7,5.2,13.3,0.025,0.044,-99,-99,-99,37.4,37.2,-9999,-9999,-9999
53131,20220603,2.623,-111.17,32.24,37.7,20.1,28.9,29.3,0,28.96,C,58.7,19.7,36.1,26.6,4,13.5,0.026,0.044,-99,-99,-99,37.8,37.6,-9999,-9999,-9999
53131,20220604,2.623,-111.17,32.24,37.4,19,28.2,29.1,0,29.03,C,57.9,18.6,35.5,22.8,4.9,12.8,0.026,0.044,-99,-99,-99,37.5,37.5,-9999,-9999,-9999
53131,20220605,2.623,-111.17,32.24,36.9,16.7,26.8,28.5,0,29.3,C,58,18.1,35.8,29.3,5.8,14.1,0.025,0.044,-99,-99,-99,37.6,37.5,-9999,-9999,-9999
53131,20220606,2.623,-111.17,32.24,38.4,20.1,29.2,30.3,0,28.96,C,58.6,20.3,37.2,27.9,10.1,16.1,0.026,0.044,-99,-99,-99,38.6,38.2,-9999,-9999,-9999
53131,20220607,2.623,-111.17,32.24,39.5,21,30.3,31.7,0,28.8,C,60,21.5,38.3,29.6,8.3,16.3,0.027,0.045,-99,-99,-99,39.4,39,-9999,-9999,-9999
53131,20220608,2.623,-111.17,32.24,40,24.4,32.2,32.8,0,27.65,C,61.7,23.9,39.6,33.6,9.3,19.1,0.026,0.046,-99,-99,-99,40.3,39.8,-9999,-9999,-9999
